tweet_id,retweet_count,favorite_count
851953902622658560,9921,0
851861385021730816,22,0
851591660324737024,3569,16459
851464819735769094,7295,24627
851224888060895234,5902,20998
850753642995093505,9550,31465
850380195714523136,2700,13297
850333567704068097,347,3499
850145622816686080,3942,16616
850019790995546112,5053,20816
849776966551130114,7861,31047
849668094696017920,5117,0
849412302885593088,3252,16187
849336543269576704,1958,11628
849051919805034497,8803,43271
848690551926992896,4474,25724
848324959059550208,4764,25274
848213670039564288,775,8355
848212111729840128,3180,16685
847978865427394560,3373,0
847971574464610304,442,0
847962785489326080,5282,24027
847842811428974592,1381,5577
847617282490613760,441,7147
847606175596138505,3536,19195
847251039262605312,4456,20931
847157206088847362,6087,20398
847116187444137987,3315,21912
846874817362120707,4079,20550
846514051647705089,12070,45717
846505985330044928,3196,14450
846153765933735936,9450,32458
846139713627017216,10324,31681
846042936437604353,3008,16395
845812042753855489,9102,30024
845677943972139009,4973,25794
845397057150107648,1879,7831
845306882940190720,5622,23948
845098359547420673,7984,0
844979544864018432,2683,13974
844973813909606400,3350,15517
844580511645339650,3277,16945
844223788422217728,2297,14000
843981021012017153,3059,15574
843856843873095681,4840,22034
843604394117681152,2885,17366
843235543001513987,6322,22138
842846295480000512,3777,15664
842765311967449089,1337,6952
842535590457499648,3668,18614
842163532590374912,6080,25183
842115215311396866,3183,14418
841833993020538882,16030,0
841680585030541313,8132,26437
841439858740625411,3860,13012
841320156043304961,5719,20388
841314665196081154,4909,16308
841077006473256960,5561,23564
840761248237133825,1843,0
840728873075638272,16945,0
840698636975636481,2,181
840696689258311684,1032,12677
840632337062862849,1843,9257
840370681858686976,4781,16984
840268004936019968,6015,19892
839990271299457024,2407,13842
839549326359670784,8175,28384
839290600511926273,148,0
839239871831150596,6875,28091
838952994649550848,4184,20269
838921590096166913,2177,11540
838916489579200512,36,0
838831947270979586,11629,0
838561493054533637,1392,11294
838476387338051585,5057,23321
838201503651401729,10615,0
838150277551247360,352,1739
838085839343206401,1,146
838083903487373313,3329,18209
837820167694528512,8273,35354
837482249356513284,464,3969
837471256429613056,2399,13226
837366284874571778,5587,21906
837110210464448512,2511,16588
836989968035819520,2421,13161
836753516572119041,4865,19947
836677758902222849,2344,13050
836648853927522308,575,0
836397794269200385,29220,0
836380477523124226,3138,15267
836260088725786625,4520,22023
836001077879255040,4521,19770
835685285446955009,8597,0
835574547218894849,3821,18439
835536468978302976,1800,0
835309094223372289,22200,0
835297930240217089,3170,17023
835264098648616962,1800,8002
835246439529840640,77,2175
835172783151792128,6066,27072
835152434251116546,3196,23277
834931633769889797,1743,11216
834786237630337024,5825,21989
834574053763584002,2679,14181
834477809192075265,11296,0
834458053273591808,1777,9976
834209720923721728,5053,21352
834167344700198914,3853,16361
834089966724603904,2251,10422
834086379323871233,2344,13554
833863086058651648,2533,13920
833826103416520705,3949,18688
833732339549220864,227,0
833722901757046785,3400,21512
833479644947025920,2180,15404
833124694597443584,5117,20974
832998151111966721,2346,13790
832769181346996225,39,0
832757312314028032,3835,17461
832682457690300417,3101,12334
832645525019123713,549,3036
832636094638288896,2945,16445
832397543355072512,2355,12390
832369877331693569,3373,17839
832273440279240704,2467,11750
832215909146226688,6569,0
832215726631055365,9938,0
832088576586297345,2,68
832040443403784192,10282,0
832032802820481025,4937,18540
831939777352105988,6500,24910
831926988323639298,35,354
831911600680497154,6922,28734
831670449226514432,1924,10871
831650051525054464,2061,7469
831552930092285952,2434,9344
831322785565769729,1628,9599
831315979191906304,1188,6783
831309418084069378,2596,12199
831262627380748289,2172,12391
830956169170665475,1585,8293
830583320585068544,17863,69583
830173239259324417,6054,0
830097400375152640,3182,10223
829878982036299777,5346,0
829861396166877184,2086,12734
829501995190984704,11296,33029
829449946868879360,2148,10889
829374341691346946,9921,36037
829141528400556032,7875,25461
829011960981237760,17254,55221
828801551087042563,3610,0
828770345708580865,6238,26615
828708714936930305,11952,38100
828650029636317184,1433,9897
828409743546925057,1223,6581
828408677031882754,1372,7990
828381636999917570,2368,13154
828376505180889089,1136,7689
828372645993398273,3147,13080
828361771580813312,179,2291
828046555563323392,3053,12248
828011680017821696,2287,10790
827933404142436356,5566,20956
827653905312006145,3204,16078
827600520311402496,1012,7723
827324948884643840,3259,16523
827199976799354881,2390,11021
826958653328592898,5346,22497
826848821049180160,10896,38012
826615380357632002,4217,0
826598799820865537,268,5326
826598365270007810,2502,10502
826476773533745153,4483,19241
826240494070030336,2762,13847
826204788643753985,992,5084
826115272272650244,3346,16353
825876512159186944,2001,10927
825829644528148480,2659,13295
825535076884762624,18366,54482
825147591692263424,4877,19122
825120256414846976,1366,0
825026590719483904,1366,6627
824796380199809024,5871,0
824775126675836928,3753,15622
824663926340194305,1854,10543
824325613288833024,11118,12326
824297048279236611,4134,15750
824025158776213504,629,4998
823939628516474880,2900,11124
823719002937630720,11991,0
823699002998870016,2579,13177
823581115634085888,2828,13620
823333489516937216,27,731
823322678127919110,4299,16456
823269594223824897,10534,0
822975315408461824,3690,18100
822872901745569793,46916,138256
822859134160621569,2444,13854
822647212903690241,6858,0
822610361945911296,3170,15483
822489057087389700,6858,19014
822462944365645825,15650,29712
822244816520155136,10534,36633
822163064745328640,5139,0
821886076407029760,2504,11869
821813639212650496,3586,0
821765923262631936,1779,8809
821522889702862852,1900,8409
821421320206483457,5990,0
821407182352777218,4650,12339
821153421864615936,10,265
821149554670182400,2160,9119
821107785811234820,2278,10048
821044531881721856,2458,13262
820837357901512704,7185,0
820749716845686786,10615,33044
820690176645140481,3458,12788
820494788566847489,606,0
820446719150292993,2769,0
820314633777061888,606,3495
820078625395449857,6740,20772
820013781606658049,1269,0
819952236453363712,1269,5581
819924195358416896,5191,13508
819711362133872643,3359,14105
819588359383371776,2115,10062
819347104292290561,1293,7570
819238181065359361,434,2395
819227688460238848,7185,24220
819015337530290176,39512,0
819015331746349057,20369,0
819006400881917954,20369,47454
819004803107983360,39512,91058
818646164899774465,22428,0
818627210458333184,8022,23305
818614493328580609,2770,10342
818588835076603904,6602,0
818536468981415936,2661,11451
818307523543449600,8737,0
818259473185828864,2453,11571
818145370475810820,2786,12886
817908911860748288,846,5090
817827839487737858,29220,54372
817777686764523521,2878,11245
817536400337801217,3269,12387
817502432452313088,3648,0
817423860136083457,16030,35811
817415592588222464,1035,5886
817181837579653120,9131,0
817171292965273600,2167,9175
817120970343411712,2814,12802
817056546584727552,1770,9017
816829038950027264,5056,0
816816676327063552,2182,10528
816697700272001025,2367,10296
816450570814898180,8737,32096
816336735214911488,2102,9040
816091915477250048,2324,9402
816062466425819140,1121,0
816014286006976512,5708,0
815990720817401858,1121,5239
815966073409433600,9131,23558
815745968457060357,4447,0
815736392542261248,2445,10353
815639385530101762,1767,8644
815390420867969024,4094,10893
814986499976527872,1383,8053
814638523311648768,2918,11855
814578408554463233,6238,0
814530161257443328,1995,9090
814153002265309185,9342,30295
813944609378369540,3436,0
813910438903693312,2014,9790
813812741911748608,15062,38324
813800681631023104,1893,8791
813217897535406080,7882,19645
813202720496779264,1943,9686
813187593374461952,4699,20910
813172488309972993,2063,9812
813157409116065792,2390,8176
813142292504645637,2541,8882
813130366689148928,481,4706
813127251579564032,3373,12477
813112105746448384,2969,10865
813096984823349248,3873,11089
813081950185472002,2981,10396
813066809284972545,2096,8388
813051746834595840,7898,22075
812781120811126785,2060,7992
812709060537683968,1535,6967
812503143955202048,1317,6407
812466873996607488,2079,8414
812372279581671427,3960,14423
811985624773361665,1516,7646
811744202451197953,1724,7951
811647686436880384,800,5884
811627233043480576,3354,13465
811386762094317568,6877,22040
810984652412424192,1548,5627
810896069567610880,1924,9539
810657578271330305,2859,11571
810284430598270976,12282,37261
810254108431155201,3610,15479
809920764300447744,4217,16323
809808892968534016,5279,0
809448704142938112,1580,7319
809220051211603969,6054,21025
809084759137812480,3801,13951
808838249661788160,3284,10672
808733504066486276,2335,8343
808501579447930884,2793,11899
808344865868283904,22428,44857
808134635716833280,6406,0
808106460588765185,2373,9240
808001312164028416,3826,13264
807621403335917568,3959,15361
807106840509214720,60062,125203
807059379405148160,7897,0
807010152071229440,4142,13761
806629075125202948,37568,79155
806620845233815552,5966,0
806576416489959424,2081,5129
806542213899489280,2545,10779
806242860592926720,12593,0
806219024703037440,1286,6788
805958939288408065,5815,0
805932879469572096,2068,8733
805826884734976000,1979,6940
805823200554876929,8682,0
805520635690676224,1777,6069
805487436403003392,2740,9277
805207613751304193,1838,8229
804738756058218496,4145,14487
804475857670639616,2166,6480
804413760345620481,3484,0
804026241225523202,17528,47073
803773340896923648,2984,10608
803692223237865472,8030,0
803638050916102144,4448,11575
803380650405482500,2001,8185
803321560782307329,5724,0
803276597545603072,2652,10592
802952499103731712,2168,9544
802624713319034886,3158,0
802600418706604034,1591,7509
802572683846291456,2696,9440
802323869084381190,6300,17124
802265048156610565,1478,6974
802239329049477120,2825,9575
802185808107208704,286,0
801958328846974976,1847,8158
801854953262350336,251,1866
801538201127157760,2216,8665
801285448605831168,897,6390
801167903437357056,6406,25887
801127390143516673,4277,0
801115127852503040,2257,8539
800859414831898624,102,729
800855607700029440,1761,0
800751577355128832,2996,11114
800513324630806528,3250,13881
800459316964663297,2330,10019
800443802682937345,4661,0
800388270626521089,3032,11787
800188575492947969,4263,0
800141422401830912,2769,16193
800018252395122689,14242,29998
799774291445383169,5052,0
799757965289017345,2337,8868
799422933579902976,2068,8515
799308762079035393,5957,0
799297110730567681,2991,10467
799063482566066176,2664,8533
798933969379225600,4832,13871
798925684722855936,1537,7870
798705661114773508,7133,0
798701998996647937,8406,0
798697898615730177,7020,0
798694562394996736,5355,0
798686750113755136,2502,0
798682547630837760,5092,0
798673117451325440,5976,0
798665375516884993,4210,0
798644042770751489,1999,0
798628517273620480,2125,0
798585098161549313,6170,0
798576900688019456,6314,0
798340744599797760,3622,0
798209839306514432,2762,10973
797971864723324932,3397,12313
797545162159308800,5233,15357
797236660651966464,7182,21113
797165961484890113,29,239
796904159865868288,9604,0
796865951799083009,2054,8110
796759840936919040,3302,12543
796563435802726400,7885,0
796484825502875648,1902,8009
796387464403357696,4503,11634
796177847564038144,15471,0
796149749086875649,15471,34180
796125600683540480,1930,5233
796116448414461957,2608,9635
796080075804475393,2503,8947
796031486298386433,3977,11441
795464331001561088,25743,52608
795400264262053889,3106,10669
795076730285391872,5871,17158
794983741416415232,3650,0
794926597468000259,2490,10861
794355576146903043,11123,0
794332329137291264,2872,10123
794205286408003585,3574,9739
793962221541933056,5279,17776
793845145112371200,2026,9742
793614319594401792,3368,0
793601777308463104,1757,8434
793500921481273345,2568,11306
793286476301799424,9938,26011
793271401113350145,2568,9162
793256262322548741,9020,21149
793241302385262592,3542,11116
793226087023144960,3097,10409
793210959003287553,3032,9446
793195938047070209,6087,16155
793180763617361921,2151,7334
793165685325201412,3001,9956
793150605191548928,1834,6529
793135492858580992,2689,6826
793120401413079041,4222,13421
792913359805018113,4337,15161
792883833364439040,4625,11955
792773781206999040,1809,7753
792394556390137856,4634,14213
792050063153438720,1953,7578
791821351946420224,22712,0
791784077045166082,10395,0
791780927877898241,4124,0
791774931465953280,23993,47701
791672322847637504,3368,12413
791406955684368384,4447,13848
791312159183634433,2742,9283
791026214425268224,4443,0
790987426131050500,2306,10418
790946055508652032,5056,17569
790723298204217344,2501,0
790698755171364864,2065,8666
790581949425475584,7761,21843
790337589677002753,2012,8258
790277117346975746,3436,13269
790227638568808452,3859,0
789986466051088384,2501,9759
789960241177853952,4460,0
789903600034189313,4450,10958
789628658055020548,1920,7933
789599242079838210,2088,7147
789530877013393408,3650,12423
789314372632018944,2486,9099
789280767834746880,5338,0
789268448748703744,2798,9618
789137962068021249,3015,10246
788908386943430656,13362,28941
788765914992902144,11123,28951
788552643979468800,7771,0
788412144018661376,5712,16443
788178268662984705,2284,7625
788150585577050112,1404,6475
788070120937619456,3694,0
788039637453406209,1425,6477
787810552592695296,3299,9156
787717603741622272,3003,10790
787397959788929025,3056,11457
787322443945877504,1886,8218
787111942498508800,7265,0
786963064373534720,8597,28068
786729988674449408,2588,0
786709082849828864,6569,19198
786664955043049472,2751,11223
786595970293370880,3341,9924
786363235746385920,3771,11489
786286427768250368,3084,8392
786233965241827333,5139,16117
786051337297522688,166,1511
786036967502913536,7611,0
785927819176054784,3408,11993
785872687017132033,1958,7047
785639753186217984,2393,8238
785533386513321988,2159,9586
785515384317313025,1353,6424
785264754247995392,1757,7651
785170936622350336,5232,12713
784826020293709826,3484,10678
784517518371221505,2735,9441
784431430411685888,1381,6003
784183165795655680,8682,21208
784057939640352768,11991,31483
783839966405230592,11629,31646
783821107061198850,2106,7744
783695101801398276,3468,10988
783466772167098368,2419,8908
783391753726550016,5917,17755
783347506784731136,6025,0
783334639985389568,12593,30747
783085703974514689,2383,8575
782969140009107456,7897,25402
782747134529531904,1504,7870
782722598790725632,5815,18194
782598640137187329,2014,8199
782305867769217024,5990,17537
782021823840026624,6688,0
781955203444699136,3612,11701
781661882474196992,2911,10982
781655249211752448,1202,4203
781524693396357120,5966,21836
781308096455073793,2734,7497
781251288990355457,2248,8864
781163403222056960,2941,10290
780931614150983680,7885,22756
780858289093574656,2150,7555
780800785462489090,1403,5785
780601303617732608,3586,12716
780543529827336192,1855,6616
780496263422808064,3972,0
780476555013349377,123,0
780459368902959104,1148,5562
780192070812196864,2402,9143
780092040432480260,2467,0
780074436359819264,5365,12858
779834332596887552,7611,19947
779377524342161408,3350,9275
779124354206535695,19760,0
779123168116150273,3923,12406
779056095788752897,4856,15531
778990705243029504,7778,21007
778774459159379968,10689,0
778764940568104960,392,907
778748913645780993,1425,7239
778650543019483137,1614,6054
778624900596654080,1082,4878
778408200802557953,4667,14336
778396591732486144,13120,0
778383385161035776,1188,6135
778286810187399168,3535,10911
778039087836069888,2820,8890
778027034220126208,1733,6875
777953400541634568,3790,0
777885040357281792,1762,6678
777684233540206592,3158,11790
777641927919427584,4545,0
777621514455814149,2670,9204
777189768882946048,4632,15028
776819012571455488,14756,0
776813020089548800,1300,5118
776477788987613185,2989,9269
776249906839351296,9791,0
776218204058357768,17124,31459
776201521193218049,2701,10078
776113305656188928,4661,12333
776088319444877312,161,1920
775898661951791106,17620,0
775842724423557120,2858,12287
775733305207554048,4277,14527
775729183532220416,4891,13558
775364825476165632,3182,7781
775350846108426240,4174,10658
775085132600442880,5052,16313
774757898236878852,1897,8972
774639387460112384,1850,7044
774314403806253056,5957,22842
773985732834758656,4149,11249
773922284943896577,1852,6702
773704687002451968,1736,6920
773670353721753600,1390,5582
773547596996571136,6602,23154
773336787167145985,5437,0
773308824254029826,7984,24391
773247561583001600,3448,9859
773191612633579521,4398,10482
772877495989305348,4138,8983
772826264096874500,2501,8394
772615324260794368,3604,0
772581559778025472,1807,6793
772193107915964416,1486,6321
772152991789019136,1196,3971
772117678702071809,788,3940
772114945936949249,503,2843
772102971039580160,994,4204
771908950375665664,2024,6893
771770456517009408,3622,12574
771500966810099713,2805,8667
771380798096281600,5437,10995
771171053431250945,8074,0
771136648247640064,3126,9593
771102124360998913,1534,6537
771014301343748096,1754,7182
771004394259247104,232,0
770787852854652928,1293,5170
770772759874076672,1507,5423
770655142660169732,1861,7665
770414278348247044,2207,6593
770293558247038976,1595,6529
770093767776997377,3250,0
770069151037685760,2444,7920
769940425801170949,10282,32883
769695466921623552,1765,6685
769335591808995329,8204,0
769212283578875904,1829,5655
768970937022709760,6982,15089
768909767477751808,2870,0
768855141948723200,950,4391
768609597686943744,1285,4304
768596291618299904,1361,5254
768554158521745409,6213,0
768473857036525572,3649,14253
768193404517830656,3790,11399
767884188863397888,1491,4975
767754930266464257,5724,16763
767500508068192258,2491,7830
767191397493538821,4049,12828
767122157629476866,3033,10601
766864461642756096,6005,0
766793450729734144,1450,5309
766714921925144576,410,2724
766693177336135680,844,4209
766423258543644672,1700,6296
766313316352462849,2005,7087
766078092750233600,2768,0
766069199026450432,913,4442
766008592277377025,527,3912
765719909049503744,2281,7556
765669560888528897,1296,5426
765395769549590528,3621,27668
765371061932261376,2303,7407
765222098633691136,3604,12131
764857477905154048,1891,6717
764259802650378240,1613,6312
763956972077010945,58,780
763837565564780549,4443,13159
763183847194451968,1570,5623
763167063695355904,3207,0
763103485927849985,2436,7683
762699858130116608,3859,12699
762471784394268675,6873,11760
762464539388485633,4460,10759
762316489655476224,1199,5020
762035686371364864,16635,33378
761976711479193600,2150,5631
761750502866649088,4188,0
761745352076779520,915,4447
761672994376806400,30909,51772
761599872357261312,1253,4307
761371037149827077,19135,0
761334018830917632,1544,5426
761292947749015552,1168,4656
761227390836215808,1656,5542
761004547850530816,3694,11821
760893934457552897,1030,3984
760656994973933572,2038,6907
760641137271070720,1372,5172
760539183865880579,3865,7906
760521673607086080,1482,4406
760290219849637889,12219,27987
760252756032651264,920,4111
760190180481531904,1922,5941
760153949710192640,32,0
759943073749200896,2215,6178
759923798737051648,6005,15277
759846353224826880,2107,7000
759793422261743616,2022,6218
759566828574212096,22461,0
759557299618865152,1246,4891
759447681597108224,2588,8859
759446261539934208,516,1743
759197388317847553,2068,6314
759159934323924993,1234,0
759099523532779520,4429,15138
759047813560868866,2148,6762
758854675097526272,954,3697
758828659922702336,4071,11655
758740312047005698,1705,5964
758474966123810816,1056,3984
758467244762497024,2365,5003
758405701903519748,2047,5417
758355060040593408,1154,3560
758099635764359168,10689,19969
758041019896193024,399,2816
757741869644341248,3450,7173
757729163776290825,8609,0
757725642876129280,1289,4719
757611664640446465,1182,4752
757597904299253760,312,0
757596066325864448,1123,4515
757400162377592832,7261,15779
757393109802180609,1852,6060
757354760399941633,1515,4703
756998049151549440,2107,6539
756939218950160384,2129,6918
756651752796094464,1387,5265
756526248105566208,3828,10828
756303284449767430,1155,4107
756288534030475264,18513,44637
756275833623502848,1613,6691
755955933503782912,3070,7631
755206590534418437,5710,17131
755110668769038337,11770,22117
754874841593970688,8493,0
754856583969079297,2684,7164
754747087846248448,552,2681
754482103782404096,2071,5517
754449512966619136,775,3900
754120377874386944,2480,8170
753655901052166144,2297,6076
753420520834629632,3787,8253
753398408988139520,2037,6000
753375668877008896,2467,7940
753298634498793472,6101,0
753294487569522689,1108,3520
753039830821511168,22200,38665
753026973505581056,1036,4062
752932432744185856,7265,13141
752917284578922496,1670,7178
752701944171524096,3070,0
752682090207055872,1697,6218
752660715232722944,1665,4579
752568224206688256,2422,5743
752519690950500352,3662,7666
752334515931054080,1172,3965
752309394570878976,17708,0
752173152931807232,1947,6183
751950017322246144,985,3191
751937170840121344,1433,5407
751830394383790080,2067,6017
751793661361422336,3078,6077
751598357617971201,3223,8209
751583847268179968,1173,4569
751538714308972544,1343,5239
751456908746354688,1060,3326
751251247299190784,6221,12982
751205363882532864,1945,6549
751132876104687617,1378,5264
750868782890057730,1466,4972
750719632563142656,5338,13707
750506206503038976,1208,4613
750429297815552001,4545,13678
750383411068534784,1207,4724
750381685133418496,29,716
750147208377409536,1017,3232
750132105863102464,1356,3780
750117059602808832,1375,4500
750101899009982464,894,3154
750086836815486976,569,2260
750071704093859840,3542,8171
750056684286914561,950,3265
750041628174217216,653,3299
750026558547456000,833,2813
750011400160841729,961,3376
749996283729883136,855,3164
749981277374128128,2600,5313
749774190421639168,1390,4842
749417653287129088,1760,6337
749403093750648834,573,2723
749395845976588288,3661,8923
749317047558017024,2343,5686
749075273010798592,2188,5970
749064354620928000,1602,4973
749036806121881602,829,3223
748977405889503236,3599,11138
748932637671223296,2395,6051
748705597323898880,1001,2869
748699167502000129,1684,4906
748692773788876800,1405,4403
748575535303884801,2092,6289
748568946752774144,707,2269
748346686624440324,1305,5416
748337862848962560,4350,7960
748324050481647620,806,3833
748307329658011649,747,3798
748220828303695873,8232,14685
747963614829678593,2257,5983
747933425676525569,2690,6864
747885874273214464,1038,3051
747844099428986880,787,2913
747816857231626240,1223,5018
747651430853525504,163,1432
747648653817413632,6160,13383
747600769478692864,583,2407
747594051852075008,1110,3820
747512671126323200,1672,5731
747461612269887489,1083,4007
747439450712596480,2036,5619
747242308580548608,3029,0
747219827526344708,1663,5482
747204161125646336,967,3501
747103485104099331,4207,9929
746906459439529985,310,2995
746872823977771008,2264,6206
746818907684614144,1819,5487
746790600704425984,1677,5041
746757706116112384,4124,9914
746726898085036033,1885,6253
746542875601690625,1977,5216
746521445350707200,1033,0
746507379341139972,1143,4805
746369468511756288,1729,6387
746131877086527488,2327,7160
746056683365994496,857,3673
745789745784041472,1124,4170
745712589599014916,2447,7228
745433870967832576,2672,7333
745422732645535745,2555,8889
745314880350101504,2922,7424
745074613265149952,3711,8106
745057283344719872,2399,7494
744995568523612160,652,3069
744971049620602880,2844,8159
744709971296780288,1641,5790
744334592493166593,2246,7007
744234799360020481,82329,162004
744223424764059648,388,1738
743980027717509120,1144,4305
743895849529389061,1005,3765
743835915802583040,2190,0
743609206067040256,1450,4631
743595368194129920,6901,19065
743545585370791937,983,3645
743510151680958465,3892,8183
743253157753532416,1279,4361
743222593470234624,1994,6403
743210557239623680,1433,3983
742534281772302336,3734,7296
742528092657332225,2087,4567
742465774154047488,4089,7508
742423170473463808,3972,10143
742385895052087300,2086,7035
742161199639494656,1447,4490
742150209887731712,1636,5314
741793263812808706,1580,4704
741743634094141440,2906,8456
741438259667034112,872,3791
741303864243200000,3387,9068
741099773336379392,5830,10358
741067306818797568,3250,9776
740995100998766593,2908,6599
740711788199743490,982,3524
740699697422163968,821,2930
740676976021798912,7133,18762
740373189193256964,13960,35979
740365076218183684,452,2552
740359016048689152,896,3405
740214038584557568,2065,6903
739979191639244800,6213,20616
739932936087216128,1128,4185
739844404073074688,895,3921
739623569819336705,1428,3922
739606147276148736,1736,5545
739544079319588864,22461,40949
739485634323156992,3075,7411
739238157791694849,60934,119728
738891149612572673,6,112
738885046782832640,1198,3899
738883359779196928,847,3432
738537504001953792,1634,5260
738402415918125056,879,3352
738184450748633089,1261,4457
738166403467907072,3570,9071
738156290900254721,686,2599
737826014890496000,1845,5437
737800304142471168,3625,10311
737678689543020544,1390,5193
737445876994609152,4680,10599
737322739594330112,849,3714
737310737551491075,7788,15153
736736130620620800,1820,4433
736392552031657984,7771,18294
736365877722001409,1310,4107
736225175608430592,2904,8379
736010884653420544,3118,8127
735991953473572864,1206,3719
735648611367784448,1152,4132
735635087207878657,2459,6364
735274964362878976,5314,13412
735256018284875776,927,3441
735137028879360001,1012,3218
734912297295085568,545,2827
734787690684657664,6601,12953
734776360183431168,569,2592
734559631394082816,415,1535
733828123016450049,817,3685
733822306246479872,1058,3774
733482008106668032,988,3245
733460102733135873,1341,4330
