tweet_id,retweet_count,favorite_count
733109485275860992,17620,50771
732732193018155009,558,2514
732726085725589504,925,3648
732585889486888962,815,3788
732375214819057664,2637,8327
732005617171337216,5708,15367
731285275100512256,1028,3594
731156023742988288,1328,3949
730924654643314689,2070,6321
730573383004487680,2245,5054
730427201120833536,1095,3581
730211855403241472,1098,3941
730196704625098752,2012,5010
729854734790754305,1180,4163
729838605770891264,401,1761
729823566028484608,1300,4105
729463711119904772,2427,5964
729113531270991872,339,1940
728986383096946689,853,3241
728760639972315136,1782,4819
728751179681943552,707,2854
728653952833728512,1085,3401
728409960103686147,2094,5053
728387165835677696,1001,3779
728046963732717569,1234,4437
728035342121635841,1744,4683
728015554473250816,1147,4220
727685679342333952,665,3027
727644517743104000,1826,6063
727524757080539137,1276,4599
727314416056803329,781,3431
727286334147182592,849,3129
727175381690781696,1443,4003
727155742655025152,1391,3745
726935089318363137,2563,7083
726887082820554753,1581,3946
726828223124897792,1040,3658
726224900189511680,1193,4537
725842289046749185,2768,7247
725786712245440512,1421,4283
725729321944506368,1869,5338
725458796924002305,648,1449
724983749226668032,1363,3820
724771698126512129,670,2444
724405726123311104,1717,5439
724049859469295616,1843,4443
724046343203856385,586,2735
724004602748780546,1639,4299
723912936180330496,1284,4004
723688335806480385,3105,7905
723673163800948736,931,3107
723179728551723008,1954,5445
722974582966214656,1635,4215
722613351520608256,1710,5113
721503162398597120,1952,4768
721001180231503872,641,2603
720785406564900865,799,3206
720775346191278080,705,2556
720415127506415616,1563,4248
720389942216527872,2621,6573
720340705894408192,1018,2951
720059472081784833,1168,3995
720043174954147842,2097,5045
719991154352222208,1821,4968
719704490224398336,1509,4694
719551379208073216,2012,5199
719367763014393856,770,2866
719339463458033665,1302,4538
719332531645071360,997,3516
718971898235854848,1136,3590
718939241951195136,1844,5390
718631497683582976,8406,19386
718613305783398402,500,2506
718540630683709445,1059,2544
718460005985447936,546,2769
718454725339934721,1574,4989
718246886998687744,518,1985
718234618122661888,1051,3986
717841801130979328,618,2524
717790033953034240,1174,2961
717537687239008257,1917,5914
717428917016076293,472,1655
717421804990701568,874,3233
717047459982213120,1998,6448
717009362452090881,1019,3349
716802964044845056,1232,4417
716791146589110272,1601,7471
716730379797970944,448,1272
716447146686459905,6166,13458
716439118184652801,219,2431
716285507865542656,1127,2861
716080869887381504,1995,6927
715928423106027520,912,3280
715758151270801409,1496,3827
715733265223708672,1757,4805
715704790270025728,592,2879
715696743237730304,1348,4025
715680795826982913,1695,4453
715360349751484417,1642,5627
715342466308784130,717,3120
715220193576927233,683,2487
715200624753819648,1965,5274
715009755312439296,1287,4286
714982300363173890,1075,3863
714962719905021952,4465,7564
714957620017307648,1479,4254
714631576617938945,1047,3362
714606013974974464,964,3732
714485234495041536,1207,2784
714258258790387713,746,3114
714251586676113411,872,3370
714214115368108032,916,2339
714141408463036416,1462,4434
713919462244790272,810,3385
713909862279876608,562,1973
713900603437621249,767,2921
713761197720473600,1435,5020
713411074226274305,1350,4546
713177543487135744,2950,7438
713175907180089344,1522,4595
712809025985978368,7020,19096
712717840512598017,5220,12720
712668654853337088,1262,4284
712438159032893441,1628,5481
712309440758808576,25,251
712097430750289920,1083,3909
712092745624633345,932,3032
712085617388212225,504,3352
712065007010385924,656,2334
711998809858043904,130,0
711968124745228288,2418,8309
711743778164514816,1028,2927
711732680602345472,4317,9151
711694788429553666,19135,33850
711652651650457602,958,3977
711363825979756544,1184,3766
711306686208872448,765,3414
711008018775851008,640,3079
710997087345876993,1443,4696
710844581445812225,723,2621
710833117892898816,558,2771
710658690886586372,588,2378
710609963652087808,2469,4937
710588934686908417,1952,4684
710296729921429505,773,2443
710283270106132480,539,2207
710272297844797440,1306,4669
710269109699739648,1176,2473
710153181850935296,932,2991
710140971284037632,925,2855
710117014656950272,2085,5662
709918798883774466,1108,3079
709901256215666688,105,695
709852847387627521,1246,3614
709566166965075968,1258,3642
709556954897764353,1109,3393
709519240576036864,245,1533
709449600415961088,603,2302
709409458133323776,716,2696
709225125749587968,597,2469
709207347839836162,6110,12955
709198395643068416,668,2497
709179584944730112,696,2069
709158332880297985,438,2107
709042156699303936,1713,4910
708853462201716736,686,1846
708845821941387268,939,3083
708834316713893888,529,1742
708810915978854401,7252,16993
708738143638450176,850,2825
708711088997666817,752,2625
708479650088034305,702,2631
708469915515297792,848,3184
708400866336894977,10594,16494
708356463048204288,1385,3702
708349470027751425,765,2422
708149363256774660,1603,4405
708130923141795840,878,3497
708119489313951744,1022,2765
708109389455101952,565,1994
708026248782585858,1999,4509
707995814724026368,1175,3234
707983188426153984,2,51
707969809498152960,1010,2783
707776935007539200,993,3380
707741517457260545,639,2570
707738799544082433,2593,4222
707693576495472641,1039,3534
707629649552134146,923,2653
707610948723478529,6688,17484
707420581654872064,722,2350
707411934438625280,619,2355
707387676719185920,1357,3608
707377100785885184,1128,3384
707315916783140866,669,2553
707297311098011648,827,2864
707059547140169728,707,2663
707038192327901184,824,2260
707021089608753152,1428,4203
707014260413456384,622,2373
706904523814649856,8204,15032
706901761596989440,624,2133
706681918348251136,1016,3432
706644897839910912,1147,2659
706593038911545345,653,2223
706538006853918722,1479,3568
706516534877929472,1074,3199
706346369204748288,965,3553
706310011488698368,8353,22022
706291001778950144,488,1755
706265994973601792,965,2813
706169069255446529,2332,4030
706166467411222528,1677,5312
706153300320784384,396,1530
705975130514706432,769,3204
705970349788291072,928,3238
705898680587526145,581,2439
705786532653883392,547,2004
705591895322394625,1209,3269
705475953783398401,961,3044
705442520700944385,1705,4585
705428427625635840,1758,3931
705239209544720384,777,3095
705223444686888960,836,2652
705102439679201280,535,2221
705066031337840642,633,2245
704871453724954624,1163,4409
704859558691414016,571,2330
704847917308362754,1603,5256
704819833553219584,1034,2725
704761120771465216,3029,6839
704499785726889984,1048,3026
704491224099647488,84,788
704480331685040129,1105,3504
704364645503647744,3716,8280
704347321748819968,362,1642
704134088924532736,488,1554
704113298707505153,588,1905
704054845121142784,948,3021
703774238772166656,484,1898
703769065844768768,1192,3392
703631701117943808,721,2673
703611486317502464,1585,3982
703425003149250560,1440,3912
703407252292673536,729,2532
703382836347330562,1190,3623
703356393781329922,404,1974
703268521220972544,568,2028
703079050210877440,3242,7629
703041949650034688,13120,27182
702932127499816960,755,2678
702899151802126337,477,1662
702684942141153280,1130,3333
702671118226825216,584,2272
702598099714314240,3590,12589
702539513671897089,1002,2964
702332542343577600,1635,3297
702321140488925184,1087,3387
702276748847800320,801,2560
702217446468493312,1400,4951
701981390485725185,1039,3558
701952816642965504,1073,3950
701889187134500865,1446,3660
701805642395348998,1771,3542
701601587219795968,478,2156
701570477911896070,971,2907
701545186879471618,641,2747
701214700881756160,5355,12607
700890391244103680,600,2283
700864154249383937,640,2673
700847567345688576,522,2524
700796979434098688,1005,2519
700747788515020802,9791,23606
700518061187723268,841,2710
700505138482569216,598,2358
700462010979500032,1883,4265
700167517596164096,780,2729
700151421916807169,696,2309
700143752053182464,2870,7773
700062718104104960,727,2736
700029284593901568,610,2138
700002074055016451,1406,3418
699801817392291840,1008,3162
699788877217865730,522,2308
699779630832685056,1307,2857
699775878809702401,633,2022
699691744225525762,4826,10598
699446877801091073,2738,6137
699434518667751424,530,2233
699423671849451520,346,1422
699413908797464576,641,2137
699370870310113280,459,1945
699323444782047232,905,3263
699088579889332224,662,2307
699079609774645248,685,2527
699072405256409088,1248,3102
699060279947165696,1895,3893
699036661657767936,1249,2684
698989035503689728,1026,3488
698953797952008193,950,2793
698907974262222848,653,2619
698710712454139905,713,2551
698703483621523456,399,1505
698635131305795584,356,1332
698549713696649216,650,2404
698355670425473025,475,1930
698342080612007937,993,2340
698262614669991936,2104,4905
698195409219559425,6238,17331
698178924120031232,780,2906
697995514407682048,350,1571
697990423684476929,1358,3391
697943111201378304,720,2479
697881462549430272,1246,3114
697630435728322560,565,1809
697616773278015490,1060,3261
697596423848730625,1322,3133
697575480820686848,521,2107
697516214579523584,1181,2141
697482927769255936,705,2493
697463031882764288,1447,3521
697270446429966336,1960,4833
697259378236399616,1048,3396
697255105972801536,1216,3121
697242256848379904,701,2598
696900204696625153,1068,3284
696894894812565505,707,2416
696886256886657024,1886,5019
696877980375769088,741,2522
696754882863349760,372,1531
696744641916489729,982,2135
696713835009417216,678,2446
696518437233913856,1785,4028
696490539101908992,150,1254
696488710901260288,1082,2621
696405997980676096,1200,3315
696100768806522880,699,1997
695816827381944320,1225,3107
695794761660297217,817,3284
695767669421768709,786,1933
695629776980148225,2203,4713
695446424020918272,1897,4530
695409464418041856,3748,8941
695314793360662529,1533,3754
695095422348574720,645,2726
695074328191332352,1162,2941
695064344191721472,629,1654
695051054296211456,826,2752
694925794720792577,959,2777
694905863685980160,975,2844
694669722378485760,15145,36943
694356675654983680,299,1555
694352839993344000,651,2111
694342028726001664,504,1621
694329668942569472,523,2070
694206574471057408,2131,4313
694183373896572928,975,3043
694001791655137281,1080,3502
693993230313091072,423,1932
693942351086120961,385,1794
693647888581312512,621,2781
693644216740769793,131,1384
693642232151285760,430,2620
693629975228977152,833,2529
693622659251335168,386,1595
693590843962331137,2068,5215
693582294167244802,265,1700
693486665285931008,664,1840
693280720173801472,1295,3479
693267061318012928,852,2465
693262851218264065,523,2297
693231807727280129,768,2960
693155686491000832,3367,8131
693109034023534592,644,1778
693095443459342336,485,1926
692919143163629568,786,2748
692905862751522816,918,2519
692901601640583168,627,1838
692894228850999298,848,2353
692828166163931137,920,2975
692752401762250755,3802,7045
692568918515392513,1615,4496
692535307825213440,1428,3289
692530551048294401,435,1904
692423280028966913,240,1524
692417313023332352,3648,9639
692187005137076224,857,2606
692158366030913536,825,2216
692142790915014657,414,1691
692041934689402880,1336,3508
692017291282812928,1000,2962
691820333922455552,1744,4080
691793053716221953,4417,8399
691756958957883396,1064,2973
691675652215414786,529,2011
691483041324204033,588,2459
691459709405118465,1210,4180
691444869282295808,888,2738
691416866452082688,8030,19945
691321916024623104,690,2658
691096613310316544,926,3053
691090071332753408,352,1764
690989312272396288,3002,6089
690959652130045952,1319,3699
690938899477221376,2093,4258
690932576555528194,1076,3389
690735892932222976,1334,3909
690728923253055490,540,2246
690690673629138944,843,2405
690649993829576704,293,1354
690607260360429569,17,303
690597161306841088,634,2029
690400367696297985,472,1939
690374419777196032,895,3370
690360449368465409,934,2741
690348396616552449,541,1564
690248561355657216,434,1736
690021994562220032,1083,2882
690015576308211712,774,2593
690005060500217858,1776,3788
689999384604450816,394,1475
689993469801164801,475,1506
689977555533848577,469,1417
689905486972461056,728,2508
689877686181715968,1238,3129
689835978131935233,789,2238
689661964914655233,974,3305
689659372465688576,4068,10703
689623661272240129,675,2299
689599056876867584,5805,12014
689557536375177216,481,2115
689517482558820352,1506,3516
689289219123089408,988,2329
689283819090870273,1153,3402
689280876073582592,752,2058
689275259254616065,256,1193
689255633275777024,1132,2638
689154315265683456,1050,3170
689143371370250240,536,2078
688916208532455424,914,2821
688908934925697024,816,2186
688898160958271489,829,2178
688894073864884227,732,2312
688828561667567616,391,1426
688804835492233216,203,997
688789766343622656,692,2292
688547210804498433,736,2698
688519176466644993,772,2397
688385280030670848,4688,9593
688211956440801280,872,2308
688179443353796608,617,2196
688116655151435777,819,2932
688064179421470721,377,1790
687841446767013888,2657,5645
687826841265172480,1185,2820
687818504314159109,1000,2575
687807801670897665,741,2475
687732144991551489,694,1825
687704180304273409,881,2524
687664829264453632,534,1998
687494652870668288,602,1968
687480748861947905,253,1654
687476254459715584,559,2050
687460506001633280,569,2129
687399393394311168,657,1960
687317306314240000,9604,20797
687312378585812992,1997,4506
687127927494963200,2410,5644
687124485711986689,525,2243
687109925361856513,2594,6015
687102708889812993,1037,2419
687096057537363968,633,2322
686947101016735744,3342,8896
686760001961103360,1450,3641
686749460672679938,1532,3594
686730991906516992,1264,4285
686683045143953408,844,2914
686618349602762752,1435,3816
686606069955735556,573,1965
686394059078897668,712,1799
686386521809772549,921,3363
686377065986265092,591,2283
686358356425093120,715,2265
686286779679375361,1747,4134
686050296934563840,762,2276
686035780142297088,127,1196
686034024800862208,1216,3212
686007916130873345,443,2568
686003207160610816,674,1888
685973236358713344,547,2180
685943807276412928,629,1681
685906723014619143,3070,7769
685681090388975616,131,2098
685667379192414208,602,2422
685663452032069632,1534,3368
685641971164143616,822,3031
685547936038666240,16514,34079
685532292383666176,1216,3140
685325112850124800,4188,9796
685321586178670592,675,2736
685315239903100929,1135,3457
685307451701334016,461,2143
685268753634967552,1262,3204
685198997565345792,697,2414
685169283572338688,1495,4234
684969860808454144,397,2448
684959798585110529,3295,7045
684940049151070208,1093,3328
684926975086034944,489,3622
684914660081053696,1544,3633
684902183876321280,558,1942
684880619965411328,865,2174
684830982659280897,22712,36227
684800227459624960,1051,2814
684594889858887680,3707,9217
684588130326986752,1478,4250
684567543613382656,1293,3115
684538444857667585,1004,2731
684481074559381504,1230,4008
684460069371654144,584,2052
684241637099323392,3491,8432
684225744407494656,222,1277
684222868335505415,1444,3961
684200372118904832,1076,2238
684195085588783105,545,1982
684188786104872960,1237,3600
684177701129875456,707,2082
684147889187209216,1566,3079
684122891630342144,497,2065
684097758874210310,1512,4251
683857920510050305,1170,3930
683852578183077888,370,1991
683849932751646720,1030,2705
683834909291606017,1164,2714
683828599284170753,1118,2904
683773439333797890,1424,3458
683742671509258241,3487,6710
683515932363329536,3070,7603
683498322573824003,1013,3276
683481228088049664,1047,2729
683462770029932544,708,2514
683449695444799489,1693,4037
683391852557561860,2502,7880
683357973142474752,977,3026
683142553609318400,1094,2986
683111407806746624,960,3505
683098815881154561,693,2232
683078886620553216,590,2053
683030066213818368,767,2220
682962037429899265,17543,38164
682808988178739200,189,1835
682788441537560576,1174,2556
682750546109968385,462,1573
682697186228989953,379,1357
682662431982772225,1139,3153
682638830361513985,637,2128
682429480204398592,1225,3548
682406705142087680,1862,7834
682393905736888321,717,2308
682389078323662849,493,1717
682303737705140231,1058,3168
682259524040966145,1276,4306
682242692827447297,1240,3369
682088079302213632,10395,18894
682059653698686977,1779,5115
682047327939461121,1009,3304
682032003584274432,2119,6807
682003177596559360,1611,3254
681981167097122816,1088,2891
681891461017812993,862,2550
681694085539872773,4263,13207
681679526984871937,473,1826
681654059175129088,976,2725
681610798867845120,499,1976
681579835668455424,1371,3657
681523177663676416,6101,14789
681340665377193984,294,1694
681339448655802368,4275,9593
681320187870711809,790,2733
681302363064414209,1922,4081
681297372102656000,1011,3310
681281657291280384,1159,3324
681261549936340994,290,1505
681242418453299201,567,1543
681231109724700672,510,2480
681193455364796417,1560,3826
680970795137544192,699,2505
680959110691590145,2108,4706
680940246314430465,1109,3314
680934982542561280,463,2141
680913438424612864,649,2474
680889648562991104,381,1820
680836378243002368,1399,3573
680805554198020098,696,2228
680801747103793152,866,2451
680798457301471234,1097,2949
680609293079592961,749,2722
680583894916304897,1416,3736
680497766108381184,2005,4368
680494726643068929,510,1775
680473011644985345,781,2634
680440374763077632,531,1504
680221482581123072,305,1511
680206703334408192,1240,2932
680191257256136705,530,2219
680176173301628928,1650,4026
680161097740095489,772,2396
680145970311643136,1835,3733
680130881361686529,998,2360
680115823365742593,947,2802
680100725817409536,1442,3681
680085611152338944,9416,13191
680070545539371008,925,2662
679877062409191424,682,2030
679872969355714560,696,2249
679862121895714818,652,2529
679854723806179328,1298,2943
679844490799091713,800,2443
679828447187857408,14756,37357
679777920601223168,1168,3177
679736210798047232,832,2157
679729593985699840,864,2230
679722016581222400,490,1700
679530280114372609,2185,4921
679527802031484928,759,2724
679511351870550016,1326,3476
679503373272485890,1547,3233
679475951516934144,665,2151
679462823135686656,19760,32674
679405845277462528,1263,2447
679158373988876288,8493,22029
679148763231985668,1084,2856
679132435750195208,1215,3050
679111216690831360,2685,6138
679062614270468097,8609,17532
679047485189439488,709,2306
679001094530465792,1297,2910
678991772295516161,1234,2384
678969228704284672,484,1693
678800283649069056,948,2649
678798276842360832,1240,3557
678774928607469569,963,2881
678767140346941444,1435,3637
678764513869611008,501,1685
678755239630127104,3468,7322
678740035362037760,1769,3856
678708137298427904,2536,5734
678675843183484930,1549,2950
678643457146150913,442,2106
678446151570427904,1638,4112
678424312106393600,2659,5554
678410210315247616,1909,4347
678399652199309312,33216,81303
678396796259975168,443,1633
678389028614488064,440,1918
678380236862578688,955,2509
678341075375947776,565,1776
678334497360859136,271,1336
678278586130948096,6345,11736
678255464182861824,388,1628
678023323247357953,399,1980
678021115718029313,6669,14081
677961670166224897,1761,3506
677918531514703872,429,1386
677895101218201600,2206,4958
677716515794329600,1009,3137
677700003327029250,1516,3477
677698403548192770,334,1263
677687604918272002,885,2545
677673981332312066,1565,3415
677662372920729601,1016,1991
677644091929329666,834,1905
677573743309385728,755,2186
677565715327688705,476,1323
677557565589463040,1209,2492
677547928504967168,3799,7089
677530072887205888,236,1096
677335745548390400,1864,3106
677334615166730240,304,1381
677331501395156992,245,1120
677328882937298944,1565,3715
677314812125323265,553,1682
677301033169788928,428,1264
677269281705472000,733,2044
677228873407442944,1707,3618
677187300187611136,963,2797
676975532580409345,1115,2844
676957860086095872,840,2263
676949632774234114,415,1337
676948236477857792,908,2224
676946864479084545,393,1749
676942428000112642,786,2109
676936541936185344,5092,12987
676916996760600576,1866,3023
676897532954456065,747,2301
676864501615042560,738,2141
676821958043033607,16225,23521
676819651066732545,694,1846
676811746707918848,441,1448
676776431406465024,2086,5104
676617503762681856,1019,2955
676613908052996102,203,1102
676606785097199616,457,1918
676603393314578432,397,1184
676593408224403456,2239,4658
676590572941893632,130,926
676588346097852417,825,2360
676582956622721024,289,1227
676575501977128964,1159,2642
676533798876651520,578,1903
676496375194980353,551,1549
676470639084101634,4843,11819
676440007570247681,691,1749
676430933382295552,358,1422
676263575653122048,570,2116
676237365392908289,302,1243
676219687039057920,32146,76881
676215927814406144,603,1772
676191832485810177,1070,2320
676146341966438401,685,1953
676121918416756736,1200,2194
676101918813499392,1208,2866
676098748976615425,1485,3061
676089483918516224,447,1336
675898130735476737,593,1649
675891555769696257,895,2165
675888385639251968,997,2419
675878199931371520,1445,4229
675870721063669760,592,1662
675853064436391936,1339,2731
675849018447167488,152,952
675845657354215424,915,2315
675822767435051008,554,1547
675820929667219457,238,1063
675798442703122432,3495,10398
675781562965868544,490,1648
675740360753160193,359,1190
675710890956750848,846,1920
675707330206547968,717,2006
675706639471788032,101,651
675534494439489536,433,1844
675531475945709568,396,1200
675522403582218240,294,1053
675517828909424640,472,1306
675501075957489664,5976,17365
675497103322386432,1340,3178
675489971617296384,618,1320
675483430902214656,998,1860
675432746517426176,589,1541
675372240448454658,527,1706
675362609739206656,236,1061
675354435921575936,17708,33137
675349384339542016,2326,3968
675334060156301312,1333,2806
675166823650848770,1660,3656
675153376133427200,2672,6346
675149409102012420,1726,3774
675147105808306176,245,951
675146535592706048,323,1204
675145476954566656,928,2162
675135153782571009,509,1311
675113801096802304,805,1974
675111688094527488,260,977
675109292475830276,1163,2826
675047298674663426,337,1070
675015141583413248,1232,2730
675006312288268288,232,997
675003128568291329,486,1572
674999807681908736,1130,2272
674805413498527744,363,863
674800520222154752,880,3050
674793399141146624,1116,2526
674790488185167872,253,1118
674788554665512960,216,821
674781762103414784,1236,2018
674774481756377088,485,1132
674767892831932416,813,1847
674764817387900928,244,790
674754018082705410,461,1369
674752233200820224,481,1468
674743008475090944,565,1421
674742531037511680,51,494
674739953134403584,401,1121
674737130913071104,96,651
674690135443775488,481,1153
674670581682434048,666,1617
674664755118911488,261,932
674646392044941312,505,1447
674644256330530816,275,1032
674638615994089473,596,1693
674632714662858753,594,1515
674606911342424069,102,945
674468880899788800,2108,6278
674447403907457024,364,1071
674436901579923456,399,1122
674422304705744896,550,1446
674416750885273600,143,684
674410619106390016,476,1206
674394782723014656,585,1518
674372068062928900,321,852
674330906434379776,74,565
674318007229923329,526,1429
674307341513269249,7112,11406
674291837063053312,6025,14838
674271431610523648,745,1581
674269164442398721,228,910
674265582246694913,869,1661
674262580978937856,463,1314
674255168825880576,566,1475
674082852460433408,173,757
674075285688614912,294,989
674063288070742018,2256,6404
674053186244734976,1326,3343
674051556661161984,496,1454
674045139690631169,652,1429
674042553264685056,131,728
674038233588723717,422,1108
674036086168010753,217,850
674024893172875264,1247,1796
674019345211760640,306,1136
674014384960745472,660,1568
674008982932058114,364,1204
673956914389192708,976,1957
673919437611909120,377,1174
673906403526995968,1647,3210
673887867907739649,255,933
673716320723169284,764,3090
673715861853720576,2124,3558
673711475735838725,303,1042
673709992831262724,278,848
673708611235921920,295,1089
673707060090052608,400,1104
673705679337693185,408,1256
673700254269775872,581,1446
673697980713705472,1986,3820
673689733134946305,661,1738
673688752737402881,503,1269
673686845050527744,448,1443
673680198160809984,477,1376
673662677122719744,367,1260
673656262056419329,247,718
673636718965334016,365,1106
673612854080196609,731,1601
673583129559498752,370,1194
673580926094458881,274,836
673576835670777856,570,1392
673363615379013632,310,1023
673359818736984064,682,1455
673355879178194945,586,1495
673352124999274496,546,1653
673350198937153538,217,750
673345638550134785,1292,2516
673343217010679808,276,972
673342308415348736,594,1274
673320132811366400,8074,13501
673317986296586240,264,878
673295268553605120,3207,7539
673270968295534593,373,1068
673240798075449344,746,1427
673213039743795200,854,2253
673148804208660480,640,1688
672997845381865473,734,1979
672995267319328768,300,959
672988786805112832,298,984
672984142909456390,549,1257
672980819271634944,1025,1829
672975131468300288,919,1684
672970152493887488,362,947
672968025906282496,554,1317
672964561327235073,648,1423
672902681409806336,511,1368
672898206762672129,428,907
672884426393653248,843,1555
672877615439593473,372,1034
672834301050937345,577,1317
672828477930868736,500,1259
672640509974827008,327,974
672622327801233409,496,1302
672614745925664768,594,1223
672609152938721280,393,1117
672604026190569472,403,1110
672594978741354496,615,1331
672591762242805761,337,955
672591271085670400,185,725
672538107540070400,370,1033
672523490734551040,173,642
672488522314567680,446,1111
672482722825261057,608,1138
672481316919734272,126,720
672475084225949696,711,1431
672466075045466113,547,1354
672272411274932228,3426,6462
672267570918129665,623,1498
672264251789176834,343,1139
672256522047614977,1570,2813
672254177670729728,751,1432
672248013293752320,619,1717
672245253877968896,162,689
672239279297454080,326,896
672231046314901505,1033,1838
672222792075620352,214,785
672205392827572224,1169,2265
672169685991993344,373,1021
672160042234327040,360,874
672139350159835138,716,1746
672125275208069120,1153,2405
672095186491711488,372,1005
672082170312290304,372,940
672068090318987265,525,1293
671896809300709376,4210,8488
671891728106971137,581,1332
671882082306625538,1398,3467
671879137494245376,688,1420
671874878652489728,566,1248
671866342182637568,507,1115
671855973984772097,449,907
671789708968640512,3525,7064
671768281401958400,530,1191
671763349865160704,935,1682
671744970634719232,783,1353
671743150407421952,235,745
671735591348891648,761,1451
671729906628341761,4396,8506
671561002136281088,7302,12816
671550332464455680,210,913
671547767500775424,603,1355
671544874165002241,1057,1973
671542985629241344,568,1090
671538301157904385,400,928
671536543010570240,414,1176
671533943490011136,588,1017
671528761649688577,263,839
671520732782923777,532,1404
671518598289059840,292,953
671511350426865664,729,1607
671504605491109889,3579,7013
671497587707535361,453,916
671488513339211776,474,1012
671486386088865792,207,579
671485057807351808,234,760
671390180817915904,741,1430
671362598324076544,297,1103
671357843010908160,150,398
671355857343524864,115,481
671347597085433856,432,953
671186162933985280,214,735
671182547775299584,350,1114
671166507850801152,356,873
671163268581498880,1121,1666
671159727754231808,82,373
671154572044468225,221,713
671151324042559489,157,671
671147085991960577,229,673
671141549288370177,665,1157
671138694582165504,407,919
671134062904504320,198,749
671122204919246848,2548,3489
671115716440031232,784,1367
671109016219725825,445,1145
670995969505435648,297,1103
670842764863651840,8815,24604
670840546554966016,194,591
670838202509447168,702,1111
670833812859932673,127,443
670832455012716544,221,734
670826280409919488,4094,5550
670823764196741120,195,773
670822709593571328,97,612
670815497391357952,1550,3181
670811965569282048,274,1125
670807719151067136,499,1155
670804601705242624,971,1961
670803562457407488,88,344
670797304698376195,240,737
670792680469889025,282,829
670789397210615808,245,659
670786190031921152,201,603
670783437142401025,398,818
670782429121134593,780,1560
670780561024270336,291,786
670778058496974848,74,327
670764103623966721,425,1073
670755717859713024,112,437
670733412878163972,519,962
670727704916926465,365,823
670717338665226240,500,1204
670704688707301377,374,772
670691627984359425,247,590
670679630144274432,284,747
670676092097810432,43,248
670668383499735048,5090,10715
670474236058800128,762,1516
670468609693655041,86,354
670465786746662913,557,971
670452855871037440,207,549
670449342516494336,672,1191
670444955656130560,1999,6719
670442337873600512,202,641
670435821946826752,520,1054
670434127938719744,655,1401
670433248821026816,114,330
670428280563085312,633,1381
670427002554466305,166,523
670421925039075328,637,1307
670420569653809152,319,629
670417414769758208,318,569
670411370698022913,908,2017
670408998013820928,229,556
670403879788544000,158,431
670385711116361728,212,558
670374371102445568,273,747
670361874861563904,69,327
670338931251150849,113,421
670319130621435904,1234,3863
670303360680108032,137,427
670290420111441920,291,702
670093938074779648,336,1023
670086499208155136,254,699
670079681849372674,1249,2223
670073503555706880,800,1579
670069087419133954,243,625
670061506722140161,347,766
670055038660800512,335,668
670046952931721218,179,643
670040295598354432,113,753
670037189829525505,278,586
670003130994700288,93,332
669993076832759809,86,324
669972011175813120,160,446
669970042633789440,62,301
669942763794931712,166,501
669926384437997569,106,370
669923323644657664,57,233
669753178989142016,405,813
669749430875258880,65,265
669684865554620416,90,515
669683899023405056,112,386
669682095984410625,136,348
669680153564442624,294,665
669661792646373376,441,799
669625907762618368,1834,3524
669603084620980224,367,945
669597912108789760,152,512
669583744538451968,935,1491
669573570759163904,142,433
669571471778410496,1028,1592
669567591774625800,55,235
669564461267722241,125,383
669393256313184256,77,367
669375718304980992,736,1329
669371483794317312,183,497
669367896104181761,159,463
669363888236994561,229,616
669359674819481600,126,370
669354382627049472,1289,2708
669353438988365824,265,643
669351434509529089,188,438
669328503091937280,423,1021
669327207240699904,117,576
669324657376567296,211,498
669216679721873412,407,1189
669214165781868544,168,437
669203728096960512,485,1003
669037058363662336,318,655
669015743032369152,379,737
669006782128353280,251,576
669000397445533696,6423,20897
668994913074286592,233,439
668992363537309700,351,743
668989615043424256,334,681
668988183816871936,477,895
668986018524233728,171,553
668981893510119424,309,536
668979806671884288,354,797
668975677807423489,586,1303
668967877119254528,23,145
668960084974809088,241,704
668955713004314625,72,280
668932921458302977,59,264
668902994700836864,102,318
668892474547511297,153,397
668872652652679168,304,526
668852170888998912,168,453
668826086256599040,139,431
668815180734689280,273,577
668779399630725120,375,702
668655139528511488,221,533
668645506898350081,536,888
668643542311546881,536,879
668641109086707712,544,1079
668636665813057536,496,1041
668633411083464705,1665,2808
668631377374486528,321,713
668627278264475648,117,316
668625577880875008,137,385
668623201287675904,779,1423
668620235289837568,43,201
668614819948453888,316,614
668587383441514497,1084,1669
668567822092664832,56,243
668544745690562560,226,514
668542336805281792,219,455
668537837512433665,77,251
668528771708952576,230,459
668507509523615744,107,322
668496999348633600,134,412
668484198282485761,238,423
668480044826800133,149,456
668466899341221888,523,878
668297328638447616,298,616
668291999406125056,31,242
668286279830867968,137,503
668274247790391296,232,821
668268907921326080,237,553
668256321989451776,620,1308
668248472370458624,493,983
668237644992782336,2869,6188
668226093875376128,105,298
668221241640230912,199,508
668204964695683073,197,551
668190681446379520,197,655
668171859951755264,195,489
668154635664932864,319,493
668142349051129856,284,567
668113020489474048,243,663
667937095915278337,790,1259
667924896115245057,113,301
667915453470232577,56,209
667911425562669056,308,489
667902449697558528,376,845
667886921285246976,1096,1878
667885044254572545,488,807
667878741721415682,119,390
667873844930215936,407,625
667866724293877760,1033,2995
667861340749471744,78,238
667832474953625600,63,291
667806454573760512,496,1051
667801013445750784,97,327
667793409583771648,333,698
667782464991965184,246,405
667773195014021121,57,235
667766675769573376,217,442
667728196545200128,151,377
667724302356258817,318,481
667550904950915073,35,0
667550882905632768,33,0
667549055577362432,2290,5761
